1st Road Class,Accident Date,Age of Casualty,Casualty Class,Casualty Severity,Easting,Northing,Lighting Conditions,Number of Vehicles,Reference Number,Road Surface,Sex of Casualty,Time (24hr),Type of Vehicle,Weather Conditions
A,06-Nov-09,7,Passenger,Slight,425521,434273,Darkness: street lights present and lit,2,907209,Wet / Damp,Female,2000,Car,Fine without high winds
A,06-Nov-09,22,Driver,Serious,430372,434047,Darkness: street lights present and lit,1,907909,Dry,Male,537,Car,Fine without high winds
A,06-Nov-09,32,Passenger,Slight,430372,434047,Darkness: street lights present and lit,1,907909,Dry,Female,537,Car,Fine without high winds
A,06-Nov-09,43,Driver,Slight,429390,434941,Daylight: street lights present,2,908509,Dry,Male,830,Motorcycle over 500cc,Fine without high winds
A,06-Nov-09,77,Driver,Slight,437528,433178,Darkness: street lights present and lit,1,910409,Wet / Damp,Male,1930,Car,Fine without high winds
Unclassified,06-Nov-09,17,Passenger,Slight,433010,437091,Darkness: street lighting unknown,2,910609,Wet / Damp,Male,2022,Car,Fine without high winds
Unclassified,06-Nov-09,19,Passenger,Slight,433010,437091,Darkness: street lighting unknown,2,910609,Wet / Damp,Male,2022,Car,Fine without high winds
Unclassified,06-Nov-09,30,Driver,Slight,429651,432927,Darkness: street lights present and lit,2,916809,Wet / Damp,Male,1720,Pedal cycle,Raining without high winds
Unclassified,06-Nov-09,27,Driver,Slight,431167,434976,Darkness: street lights present and lit,2,917009,Wet / Damp,Male,2350,Car,Raining without high winds
Motorway,06-Nov-09,25,Driver,Slight,432921,425962,Darkness: street lights present and lit,4,922109,Wet / Damp,Female,1725,Car,Fine without high winds
Motorway,06-Nov-09,25,Driver,Slight,432921,425962,Darkness: street lights present and lit,4,922109,Wet / Damp,Female,1725,Car,Fine without high winds
Motorway,06-Nov-09,19,Driver,Slight,430794,424479,Darkness: street lights present and lit,1,922509,Wet / Damp,Female,2300,Car,Raining without high winds
Unclassified,06-Nov-09,19,Pedestrian,Slight,430483,437059,Daylight: street lights present,1,938609,Dry,Male,1440,Car,Fine without high winds
Unclassified,06-Nov-09,21,Passenger,Slight,428904,440776,Darkness: street lights present and lit,1,961109,Dry,Male,330,Taxi/Private hire car,Fine without high winds
Unclassified,06-Nov-09,19,Passenger,Serious,428904,440776,Darkness: street lights present and lit,1,961109,Dry,Male,330,Taxi/Private hire car,Fine without high winds
A,06-Nov-09,45,Driver,Slight,429143,435247,Daylight: street lights present,3,988209,Wet / Damp,Male,840,Car,Raining without high winds
A,06-Nov-09,22,Driver,Slight,429143,435247,Daylight: street lights present,3,988209,Wet / Damp,Male,840,Car,Raining without high winds
A,06-Nov-09,29,Passenger,Slight,429143,435247,Daylight: street lights present,3,988209,Wet / Damp,Female,840,Car,Raining without high winds
Unclassified,07-Nov-09,32,Driver,Serious,443265,432762,Darkness: street lights present but unlit,1,913809,Dry,Male,2115,Car,Fine without high winds
B,07-Nov-09,18,Driver,Slight,426289,435587,Daylight: street lights present,2,914809,Dry,Female,1640,Car,Fine without high winds
B,07-Nov-09,53,Passenger,Slight,426289,435587,Daylight: street lights present,2,914809,Dry,Female,1640,Car,Fine without high winds
A,07-Nov-09,11,Pedestrian,Serious,430895,427041,Daylight: street lights present,1,916009,Dry,Female,1615,Car,Fine without high winds
Unclassified,07-Nov-09,20,Passenger,Slight,431208,431499,Daylight: street lights present,1,918909,Dry,Female,1405,Bus or coach (17 or more passenger seats),Fine without high winds
B,07-Nov-09,23,Passenger,Slight,426127,435591,Darkness: street lights present and lit,2,927809,Wet / Damp,Female,2000,Car,Raining without high winds
A,07-Nov-09,62,Driver,Slight,430964,440115,Daylight: street lights present,2,936309,Dry,Female,1235,Car,Fine without high winds
B,08-Nov-09,56,Driver,Slight,426182,433060,Daylight: street lights present,2,915709,Dry,Female,1520,Car,Fine without high winds
B,08-Nov-09,33,Driver,Slight,426182,433060,Daylight: street lights present,2,915709,Dry,Male,1520,Car,Fine without high winds
A,08-Nov-09,42,Driver,Serious,427570,436880,Daylight: street lights present,2,919209,Wet / Damp,Male,1535,Pedal cycle,Fine without high winds
Motorway,08-Nov-09,21,Driver,Slight,432269,426313,Daylight: street lights present,1,923309,Dry,Male,1445,Car,Fine without high winds
A,08-Nov-09,21,Driver,Slight,434482,438257,Darkness: street lights present and lit,2,932109,Wet / Damp,Male,1800,Car,Fine without high winds
A,08-Nov-09,26,Passenger,Serious,420560,437108,Darkness: street lighting unknown,1,933109,Wet / Damp,Male,1705,Car,Fine without high winds
A,08-Nov-09,28,Driver,Serious,427656,436650,Darkness: street lights present and lit,2,936009,Wet / Damp,Female,2310,Car,Fine without high winds
Unclassified,09-Nov-09,30,Driver,Slight,437049,435614,Daylight: street lights present,2,921909,Dry,Male,1400,Pedal cycle,Fine without high winds
Unclassified,09-Nov-09,17,Passenger,Slight,429751,423980,Daylight: street lights present,1,922609,Wet / Damp,Male,1500,Car,Fine without high winds
Unclassified,09-Nov-09,19,Driver,Slight,429751,423980,Daylight: street lights present,1,922609,Wet / Damp,Female,1500,Car,Fine without high winds
Unclassified,09-Nov-09,33,Passenger,Slight,430376,433494,Daylight: street lights present,1,928009,Dry,Female,1144,Minibus (8 – 16 passenger seats),Fine without high winds
Unclassified,09-Nov-09,19,Driver,Slight,427908,434076,Daylight: street lights present,2,928109,Wet / Damp,Female,915,Car,Fine without high winds
Unclassified,09-Nov-09,39,Driver,Slight,428047,432832,Darkness: street lights present and lit,3,935809,Dry,Female,1705,Car,Fine without high winds
Unclassified,09-Nov-09,24,Driver,Slight,428047,432832,Darkness: street lights present and lit,3,935809,Dry,Male,1705,Car,Fine without high winds
Unclassified,10-Nov-09,21,Driver,Slight,423847,434261,Darkness: street lights present and lit,2,932409,Wet / Damp,Male,1830,Car,Other
A,10-Nov-09,24,Driver,Slight,429586,434806,Daylight: street lights present,2,935609,Wet / Damp,Male,810,Pedal cycle,Raining without high winds
A,10-Nov-09,32,Passenger,Slight,424358,435306,Daylight: street lights present,1,936609,Dry,Female,1230,Bus or coach (17 or more passenger seats),Fine without high winds
A,10-Nov-09,39,Passenger,Slight,424358,435306,Daylight: street lights present,1,936609,Dry,Female,1230,Bus or coach (17 or more passenger seats),Fine without high winds
A,10-Nov-09,17,Pedestrian,Slight,435440,434941,Darkness: street lights present and lit,1,937809,Dry,Male,2110,Car,Fine without high winds
Unclassified,10-Nov-09,60,Driver,Slight,428625,440691,Darkness: street lights present and lit,2,938009,Dry,Female,1615,Car,Fine without high winds
Unclassified,10-Nov-09,12,Passenger,Slight,428008,435411,Daylight: street lights present,1,940009,Dry,Male,1035,Bus or coach (17 or more passenger seats),Fine without high winds
Unclassified,10-Nov-09,35,Passenger,Slight,428008,435411,Daylight: street lights present,1,940009,Dry,Male,1035,Bus or coach (17 or more passenger seats),Fine without high winds
Unclassified,10-Nov-09,12,Passenger,Slight,428008,435411,Daylight: street lights present,1,940009,Dry,Female,1035,Bus or coach (17 or more passenger seats),Fine without high winds
A,10-Nov-09,26,Driver,Slight,428097,430025,Darkness: street lights present and lit,2,945109,Wet / Damp,Male,1955,Pedal cycle,Fine without high winds
Motorway,10-Nov-09,35,Driver,Slight,431792,426347,Darkness: street lights present and lit,3,957809,Dry,Male,1802,Car,Fine without high winds
Motorway,10-Nov-09,38,Driver,Slight,431792,426347,Darkness: street lights present and lit,3,957809,Dry,Female,1802,Car,Fine without high winds
Unclassified,10-Nov-09,38,Driver,Slight,427595,436960,Darkness: street lights present and lit,2,1014709,Dry,Male,2250,Bus or coach (17 or more passenger seats),Fine without high winds
Unclassified,11-Nov-09,74,Driver,Slight,425961,434774,Daylight: street lights present,2,933009,Wet / Damp,Male,1445,Car,Fine without high winds
Unclassified,11-Nov-09,29,Passenger,Serious,431791,432050,Daylight: street lights present,2,937509,Wet / Damp,Female,1320,Car,Fine without high winds
Unclassified,11-Nov-09,29,Driver,Slight,431791,432050,Daylight: street lights present,2,937509,Wet / Damp,Male,1320,Car,Fine without high winds
Motorway,11-Nov-09,25,Driver,Serious,429325,431939,Darkness: street lights present and lit,1,937609,Dry,Male,1613,Taxi/Private hire car,Fine without high winds
A,11-Nov-09,19,Pedestrian,Slight,432434,435790,Darkness: street lights present and lit,1,938109,Dry,Male,1634,Car,Fine without high winds
Motorway,11-Nov-09,36,Driver,Slight,423992,427979,Darkness: street lighting unknown,4,957409,Wet / Damp,Female,1630,Car,Other
Unclassified,12-Nov-09,21,Pedestrian,Slight,430066,433793,Darkness: street lights present and lit,1,935409,Wet / Damp,Female,1850,Taxi/Private hire car,Raining without high winds
A,12-Nov-09,35,Driver,Slight,428616,427857,Darkness: street lighting unknown,2,938309,Wet / Damp,Female,1625,Car,Raining without high winds
Unclassified,12-Nov-09,39,Driver,Slight,417636,443156,Daylight: street lights present,2,940809,Dry,Male,1330,Car,Fine without high winds
Unclassified,12-Nov-09,41,Passenger,Slight,417636,443156,Daylight: street lights present,2,940809,Dry,Female,1330,Car,Fine without high winds
Unclassified,12-Nov-09,20,Pedestrian,Slight,429579,439232,Darkness: street lights present and lit,1,947509,Wet / Damp,Female,1647,Car,Raining without high winds
A,12-Nov-09,52,Pedestrian,Fatal,420763,445685,Darkness: street lights present and lit,1,1450709,Wet / Damp,Female,1720,Car,Raining without high winds
Unclassified,13-Nov-09,23,Driver,Slight,426867,436006,Daylight: street lights present,3,936209,Wet / Damp,Female,850,Car,Fine without high winds
Unclassified,13-Nov-09,57,Driver,Slight,426867,436006,Daylight: street lights present,3,936209,Wet / Damp,Male,850,Car,Fine without high winds
Unclassified,13-Nov-09,22,Pedestrian,Slight,429440,433447,Darkness: street lights present and lit,1,938209,Wet / Damp,Female,1730,Taxi/Private hire car,Raining without high winds
Unclassified,13-Nov-09,22,Pedestrian,Slight,430067,433797,Darkness: street lights present and lit,1,938409,Wet / Damp,Male,2030,Car,Raining with high winds
Unclassified,13-Nov-09,57,Driver,Slight,439668,426126,Darkness: street lights present but unlit,2,941009,Wet / Damp,Male,2125,Car,Other
Unclassified,13-Nov-09,42,Passenger,Slight,439668,426126,Darkness: street lights present but unlit,2,941009,Wet / Damp,Female,2125,Car,Other
A,13-Nov-09,30,Driver,Slight,428147,426239,Darkness: street lights present and lit,3,942009,Wet / Damp,Male,1650,Car,Fine without high winds
Unclassified,13-Nov-09,24,Driver,Slight,430304,433064,Darkness: street lights present and lit,2,942609,Wet / Damp,Female,1750,Car,Raining with high winds
A,13-Nov-09,48,Driver,Slight,429963,436654,Daylight: street lights present,3,943409,Dry,Male,805,Car,Fine without high winds
A,13-Nov-09,39,Driver,Slight,424750,434071,Daylight: street lights present,2,945209,Dry,Male,1000,Car,Fine without high winds
A,13-Nov-09,20,Driver,Serious,428907,435508,Darkness: street lighting unknown,2,959609,Dry,Male,1905,Pedal cycle,Fine without high winds
Unclassified,13-Nov-09,27,Pedestrian,Slight,420289,445365,Darkness: street lights present and lit,1,965409,Wet / Damp,Male,1811,Car,Raining without high winds
Unclassified,13-Nov-09,45,Pedestrian,Serious,428746,434431,Darkness: street lights present and lit,1,1031809,Wet / Damp,Male,2030,Taxi/Private hire car,Fine without high winds
Unclassified,14-Nov-09,40,Driver,Slight,419573,446274,Daylight: street lights present,1,936909,Dry,Male,1110,Car,Fine without high winds
Unclassified,14-Nov-09,67,Passenger,Slight,419573,446274,Daylight: street lights present,1,936909,Dry,Female,1110,Car,Fine without high winds
A,14-Nov-09,29,Driver,Slight,427232,434728,Daylight: street lights present,2,937209,Dry,Female,1110,Pedal cycle,Fine without high winds
Unclassified,14-Nov-09,12,Pedestrian,Slight,425955,434938,Darkness: street lights present and lit,1,945309,Wet / Damp,Female,1750,Car,Other
Unclassified,14-Nov-09,38,Pedestrian,Slight,432445,433798,Darkness: street lights present and lit,1,951609,Dry,Male,1900,Car,Fine without high winds
A,14-Nov-09,21,Driver,Slight,440352,432326,Darkness: street lights present and lit,2,951809,Dry,Female,2315,Car,Fine without high winds
A,14-Nov-09,24,Passenger,Slight,440352,432326,Darkness: street lights present and lit,2,951809,Dry,Female,2315,Car,Fine without high winds
A,14-Nov-09,67,Driver,Slight,432961,439237,Darkness: street lights present and lit,2,952109,Wet / Damp,Female,1855,Car,Fine without high winds
Unclassified,14-Nov-09,50,Pedestrian,Serious,424178,434160,Darkness: street lights present and lit,1,1095209,Wet / Damp,Female,1730,Car,Fine without high winds
A,15-Nov-09,27,Driver,Slight,426331,433992,Daylight: street lights present,2,944309,Dry,Male,1525,Taxi/Private hire car,Fine without high winds
Unclassified,15-Nov-09,16,Driver,Slight,431085,434206,Daylight: street lights present,2,951909,Wet / Damp,Male,1430,M/cycle 50cc and under,Fine without high winds
Motorway,15-Nov-09,24,Driver,Slight,442412,434477,Daylight: street lights present,1,952609,Wet / Damp,Male,1217,Motorcycle over 500cc,Fine without high winds
Unclassified,15-Nov-09,16,Driver,Slight,433425,432957,Daylight: street lights present,1,956309,Dry,Male,1420,Car,Fine without high winds
Unclassified,15-Nov-09,20,Driver,Slight,426174,439074,Darkness: street lights present and lit,1,964309,Wet / Damp,Female,500,Car,Raining without high winds
Unclassified,15-Nov-09,20,Passenger,Slight,426174,439074,Darkness: street lights present and lit,1,964309,Wet / Damp,Female,500,Car,Raining without high winds
Unclassified,15-Nov-09,19,Passenger,Slight,426174,439074,Darkness: street lights present and lit,1,964309,Wet / Damp,Male,500,Car,Raining without high winds
Unclassified,15-Nov-09,37,Driver,Slight,422409,433339,Darkness: street lights present and lit,1,1094209,Wet / Damp,Male,1910,Goods vehicle 3.5 tonnes mgw and under,Fine without high winds
Unclassified,16-Nov-09,24,Driver,Slight,425946,434671,Darkness: street lights present and lit,2,944009,Wet / Damp,Male,1640,Motorcycle over 50cc and up to 125cc,Fine without high winds
Unclassified,16-Nov-09,4,Passenger,Slight,431696,439625,Darkness: street lights present and lit,2,951409,Wet / Damp,Male,1541,Car,Raining without high winds
Unclassified,16-Nov-09,11,Pedestrian,Slight,425559,439862,Daylight: street lights present,1,952209,Wet / Damp,Male,825,Car,Raining without high winds
Unclassified,16-Nov-09,51,Pedestrian,Serious,434011,439964,Daylight: street lights present,2,957109,Wet / Damp,Female,830,Car,Raining without high winds
Unclassified,16-Nov-09,45,Driver,Slight,430867,436261,Daylight: street lights present,2,958809,Wet / Damp,Female,1130,Car,Fine without high winds
Motorway,16-Nov-09,25,Driver,Slight,429680,432126,Daylight: street lights present,4,959209,Wet / Damp,Female,908,Car,Raining without high winds
Motorway,16-Nov-09,38,Driver,Slight,429680,432126,Daylight: street lights present,4,959209,Wet / Damp,Male,908,Car,Raining without high winds
Unclassified,17-Nov-09,49,Pedestrian,Slight,427861,436236,Daylight: street lights present,1,957209,Dry,Male,1140,Car,Fine without high winds
Unclassified,17-Nov-09,23,Driver,Slight,434064,435140,Daylight: street lights present,3,957609,Wet / Damp,Female,836,Car,Fine without high winds
Unclassified,17-Nov-09,41,Passenger,Slight,431528,434299,Daylight: street lights present,2,957709,Wet / Damp,Female,1352,Car,Fine without high winds
Unclassified,17-Nov-09,50,Passenger,Slight,424479,438084,Darkness: street lights present and lit,1,960209,Wet / Damp,Male,2012,Bus or coach (17 or more passenger seats),Raining with high winds
Unclassified,17-Nov-09,42,Driver,Slight,431419,434084,Darkness: street lighting unknown,2,961709,Dry,Male,1722,Motorcycle over 50cc and up to 125cc,Fine without high winds
A,17-Nov-09,51,Driver,Slight,436184,434367,Darkness: street lights present and lit,2,961809,Wet / Damp,Male,1935,Car,Raining without high winds
Unclassified,17-Nov-09,22,Driver,Serious,433793,433978,Daylight: street lights present,3,961909,Wet / Damp,Male,1510,Motorcycle over 50cc and up to 125cc,Fine without high winds
B,17-Nov-09,31,Driver,Slight,420385,434150,Darkness: street lights present and lit,2,962609,Wet / Damp,Female,1637,Car,Raining with high winds
Unclassified,17-Nov-09,20,Pedestrian,Serious,428695,434958,Darkness: street lights present and lit,1,967109,Wet / Damp,Male,2310,Taxi/Private hire car,Raining without high winds
